schedule_id,Depature Day,Depature Time,Arrival Day,Arrival Time
27181,2021-03-09,12:14:32,2021-03-09,19:25:02
38434,2021-07-31,21:29:53,2021-08-01,04:40:23
23225,2020-01-22,02:27:11,2020-01-22,03:24:35
13163,2020-04-19,05:00:38,2020-04-19,06:35:26
12808,2020-12-05,20:34:47,2020-12-05,22:09:35
36931,2020-02-18,00:00:59,2020-02-18,01:35:47
47919,2020-01-03,15:34:59,2020-01-03,21:30:11
58880,2020-07-31,20:35:50,2020-07-31,21:25:56
37178,2021-08-25,04:28:53,2021-08-25,05:18:59
58796,2019-08-06,01:13:59,2019-08-06,02:04:05
43570,2019-11-12,15:49:41,2019-11-12,21:35:17
33856,2021-03-28,03:08:20,2021-03-28,08:53:56
62763,2020-12-25,08:19:05,2020-12-25,15:57:47
50361,2021-10-28,01:24:41,2021-10-28,09:03:23
54578,2021-03-30,23:05:14,2021-03-31,06:43:56
38249,2020-01-14,06:16:05,2020-01-14,13:13:05
23002,2020-07-01,02:56:56,2020-07-01,07:42:05
820,2021-12-18,04:03:02,2021-12-18,08:48:11
36595,2020-10-11,14:36:50,2020-10-11,19:21:59
14163,2019-07-26,13:44:17,2019-07-26,18:59:53
7583,2021-03-16,09:13:44,2021-03-16,14:29:20
61547,2020-08-18,10:23:50,2020-08-18,15:22:02
3869,2020-09-16,16:36:44,2020-09-16,21:34:56
18916,2020-01-14,13:57:02,2020-01-14,18:55:14
13827,2019-09-24,17:58:11,2019-09-24,19:13:29
50784,2022-01-15,19:02:20,2022-01-15,20:17:38
29451,2022-01-11,16:56:02,2022-01-11,18:11:20
22471,2020-01-13,02:09:29,2020-01-13,06:11:17
53119,2020-07-06,02:38:59,2020-07-06,06:40:47
17055,2020-10-07,10:38:11,2020-10-07,14:39:59
46503,2021-03-16,09:51:50,2021-03-16,13:52:26
27255,2021-12-28,01:54:23,2021-12-28,05:54:59
28148,2021-02-01,01:56:08,2021-02-01,06:00:02
56368,2020-05-04,11:35:50,2020-05-04,15:39:44
30331,2020-02-15,03:41:35,2020-02-15,04:28:59
54951,2020-05-07,14:57:38,2020-05-07,15:45:02
16620,2020-11-07,18:05:17,2020-11-07,22:26:17
56551,2020-02-24,15:20:05,2020-02-24,19:41:05
26759,2021-02-02,14:18:29,2021-02-02,18:20:17
33145,2020-09-27,06:53:23,2020-09-27,11:28:29
61628,2021-01-21,10:59:11,2021-01-21,15:34:17
48838,2020-01-31,07:33:26,2020-01-31,12:08:32
722,2020-07-22,17:29:53,2020-07-22,18:54:11
37683,2020-01-03,02:42:50,2020-01-03,04:07:08
52748,2020-03-04,15:39:29,2020-03-04,17:03:47
32680,2021-05-30,03:08:08,2021-05-30,06:25:14
52594,2019-09-15,22:06:35,2019-09-16,00:05:41
50219,2021-11-30,04:46:41,2021-11-30,06:45:47
29215,2019-09-10,03:52:59,2019-09-10,11:13:23
20657,2021-01-07,06:10:02,2021-01-07,13:30:26
45659,2020-08-07,19:33:38,2020-08-08,02:54:02
37617,2020-11-12,21:10:38,2020-11-13,05:24:26
48382,2020-04-15,04:41:32,2020-04-15,08:52:02
37140,2019-11-17,12:37:20,2019-11-17,16:38:50
34108,2019-09-06,04:05:56,2019-09-06,08:07:26
20341,2019-11-10,06:11:14,2019-11-10,12:13:56
59050,2021-08-28,09:08:02,2021-08-28,15:10:44
59094,2020-05-13,16:35:41,2020-05-13,22:38:23
18806,2021-02-13,06:25:20,2021-02-13,11:34:20
47577,2021-04-06,14:33:20,2021-04-06,21:33:20
24913,2021-02-28,05:54:50,2021-02-28,12:54:50
11581,2021-06-01,20:14:32,2021-06-02,00:46:20
16977,2021-04-10,00:29:17,2021-04-10,05:30:11
2228,2020-08-06,23:40:29,2020-08-07,04:41:23
41495,2021-04-13,14:41:41,2021-04-13,19:42:35
3664,2020-11-06,19:02:47,2020-11-07,01:49:35
7212,2021-12-23,17:09:29,2021-12-23,21:03:11
54419,2019-12-26,20:37:53,2019-12-27,00:31:35
61164,2020-09-25,09:05:17,2020-09-25,13:24:11
48417,2019-08-11,13:03:26,2019-08-11,17:22:20
49778,2020-02-28,12:05:17,2020-02-28,16:24:11
44282,2019-09-07,19:45:23,2019-09-08,00:12:05
36971,2020-11-24,15:33:17,2020-11-24,19:59:59
21339,2020-09-13,11:05:56,2020-09-13,15:32:38
28721,2022-01-20,05:33:29,2022-01-20,06:23:53
13535,2021-09-13,01:53:59,2021-09-13,07:48:35
42311,2021-12-24,16:26:50,2021-12-24,22:21:26
52971,2019-11-17,07:25:29,2019-11-17,13:20:05
52801,2022-01-19,04:01:11,2022-01-19,07:42:17
38057,2019-09-27,18:47:50,2019-09-27,20:11:14
8313,2021-05-16,03:49:50,2021-05-16,05:13:14
30190,2020-03-02,08:54:23,2020-03-02,10:17:47
53703,2019-08-19,05:07:02,2019-08-19,09:46:20
39496,2020-12-23,18:34:23,2020-12-23,23:13:41
23602,2021-03-27,07:12:41,2021-03-27,10:38:11
42667,2020-08-23,20:38:41,2020-08-24,00:04:11
40935,2020-03-16,04:16:26,2020-03-16,07:41:56
23764,2020-06-01,03:21:23,2020-06-01,08:25:53
41445,2020-09-17,05:22:20,2020-09-17,07:02:14
23140,2020-09-21,21:16:08,2020-09-21,22:56:02
6418,2020-01-18,12:44:59,2020-01-18,14:24:53
4345,2019-11-28,03:44:14,2019-11-28,10:55:56
51909,2020-07-27,00:04:29,2020-07-27,07:16:11
4371,2021-06-22,02:18:14,2021-06-22,09:29:56
20552,2019-12-07,01:55:29,2019-12-07,07:04:47
20354,2021-04-09,17:15:26,2021-04-09,22:24:44
45926,2020-01-17,12:54:02,2020-01-17,15:00:56
12270,2021-09-26,14:51:14,2021-09-26,16:58:08
1530,2021-09-02,01:00:53,2021-09-02,03:07:47
18668,2021-08-28,06:22:11,2021-08-28,08:35:23
5571,2020-10-19,16:20:17,2020-10-19,18:33:29
1909,2021-05-18,21:36:14,2021-05-19,01:12:50
18551,2020-10-30,00:51:02,2020-10-30,05:27:02
20740,2020-05-23,19:32:59,2020-05-24,00:08:59
43414,2022-01-30,05:33:50,2022-01-30,10:09:50
25693,2021-10-02,07:50:41,2021-10-02,12:26:23
4923,2021-09-21,03:11:29,2021-09-21,07:47:11
31206,2021-02-19,22:09:35,2021-02-20,02:47:59
59339,2021-04-24,07:24:53,2021-04-24,15:45:53
50710,2021-08-30,17:03:32,2021-08-31,11:36:50
3156,2020-05-03,21:35:47,2020-05-04,16:09:05
38930,2020-12-01,22:42:50,2020-12-02,17:16:08
50667,2021-10-08,12:38:14,2021-10-08,16:44:32
28200,2021-11-01,18:35:41,2021-11-01,22:41:59
51647,2021-08-09,10:14:29,2021-08-09,14:20:47
47051,2020-06-06,22:58:02,2020-06-07,00:09:26
15798,2020-08-13,20:06:05,2020-08-14,00:45:41
16725,2021-09-16,17:45:38,2021-09-16,22:25:14
49841,2020-08-13,16:39:50,2020-08-13,21:19:26
49123,2019-08-15,18:05:44,2019-08-15,21:54:38
523,2020-01-26,07:37:53,2020-01-26,11:33:23
61913,2019-12-08,04:35:41,2019-12-08,11:30:35
19538,2020-03-13,17:19:41,2020-03-14,00:14:35
25082,2021-12-28,06:46:14,2021-12-28,11:50:44
11390,2020-03-23,12:55:05,2020-03-23,19:03:38
34075,2020-01-02,09:37:41,2020-01-02,15:46:14
40131,2019-11-06,06:55:35,2019-11-06,07:21:59
21251,2020-01-16,16:56:56,2020-01-16,17:23:20
55562,2020-01-05,02:04:35,2020-01-05,04:03:32
46557,2020-08-03,10:42:35,2020-08-03,12:41:32
27520,2020-07-27,07:07:35,2020-07-27,07:52:17
26605,2019-08-04,01:29:23,2019-08-04,02:14:05
41361,2019-09-03,21:11:56,2019-09-04,00:40:26
39342,2020-06-21,04:09:08,2020-06-21,07:37:38
41809,2019-11-24,21:10:50,2019-11-25,00:39:20
56860,2020-10-18,01:36:20,2020-10-18,07:25:14
39330,2020-08-22,19:43:56,2020-08-23,01:32:50
46156,2019-11-21,08:01:08,2019-11-21,10:23:20
8127,2019-11-03,23:53:41,2019-11-04,02:15:53
59232,2021-10-20,05:37:32,2021-10-20,06:51:38
11944,2020-04-24,06:40:08,2020-04-24,10:56:02
5237,2021-12-06,08:04:20,2021-12-06,15:27:08
36172,2019-09-08,20:00:14,2019-09-09,03:23:02
10040,2021-01-07,10:31:02,2021-01-07,17:53:50
9711,2021-02-15,13:21:17,2021-02-15,17:36:17
250,2020-01-01,14:37:05,2020-01-01,18:52:05
22179,2021-04-05,21:20:59,2021-04-05,22:42:53
54877,2021-03-12,03:37:20,2021-03-12,04:59:14
30366,2020-08-04,15:36:38,2020-08-04,19:59:44
41414,2020-10-09,14:31:32,2020-10-09,18:47:26
7213,2020-09-18,11:11:32,2020-09-18,18:15:44
20158,2021-08-17,19:12:35,2021-08-18,02:16:47
25233,2022-01-11,02:33:56,2022-01-11,09:38:08
6960,2019-08-18,12:20:38,2019-08-18,19:57:14
32392,2020-05-03,12:10:17,2020-05-03,19:46:53
54782,2020-04-26,12:04:50,2020-04-26,19:41:26
25014,2022-01-31,06:12:17,2022-01-31,10:17:41
45669,2021-06-16,00:38:59,2021-06-16,03:19:29
40246,2020-05-28,16:15:41,2020-05-28,18:56:11
59321,2020-11-20,15:56:59,2020-11-20,18:37:29
56590,2021-04-23,09:02:53,2021-04-23,13:25:59
1895,2020-01-24,03:27:14,2020-01-24,08:38:56
38121,2021-11-01,01:34:56,2021-11-01,06:46:38
37013,2021-05-29,04:43:11,2021-05-29,06:25:11
40611,2020-09-13,06:17:53,2020-09-13,08:08:17
56778,2020-01-16,01:51:02,2020-01-16,03:41:26
9802,2021-01-12,19:31:41,2021-01-12,23:24:11
25877,2020-10-06,16:04:35,2020-10-06,19:57:05
3371,2019-09-19,04:36:41,2019-09-19,06:51:59
15677,2021-09-30,03:36:29,2021-09-30,05:51:47
31240,2020-10-07,16:25:32,2020-10-07,18:40:50
53963,2021-12-27,05:47:14,2021-12-27,07:06:44
43677,2022-01-11,17:29:50,2022-01-11,22:33:26
42929,2021-05-15,06:51:23,2021-05-15,14:14:11
43869,2020-08-23,07:02:11,2020-08-23,11:35:47
28714,2020-05-09,06:37:29,2020-05-09,11:11:05
22626,2021-12-07,14:36:20,2021-12-07,15:51:56
25344,2020-05-15,15:47:53,2020-05-15,17:03:29
8107,2021-02-16,15:24:59,2021-02-16,16:40:35
15178,2019-08-22,05:36:17,2019-08-22,10:35:23
13359,2019-08-12,11:23:44,2019-08-12,16:23:26
57384,2020-01-24,01:48:23,2020-01-24,06:48:05
31992,2020-09-15,18:38:47,2020-09-16,00:07:53
62310,2020-12-13,20:30:23,2020-12-14,01:59:29
2258,2022-01-15,09:33:05,2022-01-15,15:02:11
28089,2021-09-14,03:32:44,2021-09-14,03:36:20
59871,2021-03-21,19:59:38,2021-03-21,20:03:14
38728,2020-06-28,21:47:20,2020-06-28,21:53:02
19274,2021-09-12,22:02:44,2021-09-12,23:27:02
2327,2022-01-21,01:13:23,2022-01-21,01:18:29
58259,2021-11-07,19:16:14,2021-11-07,19:21:20
41621,2021-08-10,02:05:08,2021-08-10,02:32:26
47379,2021-07-16,17:45:20,2021-07-16,18:12:38
45262,2021-11-13,23:45:32,2021-11-14,00:12:50
3862,2021-11-09,22:32:50,2021-11-10,01:59:14
12171,2019-10-20,11:53:08,2019-10-20,15:19:32
16211,2021-11-26,01:24:17,2021-11-26,04:50:41
27451,2020-04-26,05:06:20,2020-04-26,08:28:14
28363,2019-10-05,18:03:08,2019-10-05,21:25:02
15914,2020-07-07,05:54:02,2020-07-07,09:45:02
47390,2020-07-24,16:07:23,2020-07-24,19:58:23
37698,2020-07-28,03:47:20,2020-07-28,09:42:14
21228,2021-03-19,02:34:02,2021-03-19,03:36:08
20681,2020-04-13,11:58:02,2020-04-13,13:00:08
49456,2021-09-28,15:00:02,2021-09-28,16:02:08
37380,2022-01-11,09:51:50,2022-01-11,11:43:26
13842,2021-05-26,14:26:56,2021-05-26,16:18:32
38868,2021-01-03,15:02:23,2021-01-03,16:53:59
6225,2020-04-30,21:29:56,2020-04-30,23:53:38
54147,2020-02-12,09:11:29,2020-02-12,11:35:11
32427,2019-12-25,22:08:59,2019-12-26,02:26:23
713,2021-05-20,22:04:56,2021-05-21,02:22:20
15317,2020-04-27,17:37:44,2020-04-27,18:53:20
51534,2019-08-19,09:40:08,2019-08-19,10:55:44
62548,2019-09-11,20:59:23,2019-09-12,01:18:53
23911,2021-05-13,17:44:50,2021-05-13,20:06:08
43701,2020-10-16,02:35:44,2020-10-16,04:57:02
9485,2022-01-31,12:34:32,2022-01-31,14:58:14
10507,2021-09-18,16:00:02,2021-09-18,17:02:26
49851,2021-04-03,20:38:38,2021-04-03,22:56:20
58447,2019-09-14,02:59:59,2019-09-14,05:17:41
61187,2021-09-07,00:02:38,2021-09-07,02:20:20
40938,2021-01-10,13:14:44,2021-01-10,19:20:08
41006,2021-11-22,16:25:59,2021-11-22,22:31:23
53778,2021-04-30,07:18:23,2021-04-30,13:23:47
54999,2020-05-28,14:39:26,2020-05-28,15:50:14
36080,2019-10-12,10:45:08,2019-10-12,11:55:56
17034,2021-12-22,08:12:53,2021-12-22,09:23:41
23236,2020-04-25,13:52:59,2020-04-25,18:07:59
29310,2019-11-09,10:50:59,2019-11-09,13:09:53
36943,2020-05-04,20:51:56,2020-05-04,23:10:50
16661,2020-11-23,13:16:38,2020-11-23,18:30:08
27648,2020-07-18,17:37:17,2020-07-18,22:50:47
42561,2019-08-14,17:42:17,2019-08-14,21:57:35
52757,2021-06-17,01:14:35,2021-06-17,05:29:53
49822,2021-03-27,17:45:29,2021-03-27,22:00:47
8128,2020-12-11,23:20:05,2020-12-12,07:35:05
6165,2019-09-30,19:52:02,2019-10-01,00:55:20
12118,2021-11-25,11:57:41,2021-11-25,17:00:59
46645,2021-11-24,05:04:59,2021-11-24,10:08:17
20326,2019-07-31,00:31:50,2019-07-31,02:56:08
38399,2020-02-27,11:07:50,2020-02-27,13:32:08
13534,2020-11-08,08:39:05,2020-11-08,11:03:23
52610,2019-12-28,02:24:47,2019-12-28,07:15:29
45276,2020-10-09,16:38:23,2020-10-09,21:29:05
54446,2020-01-09,22:26:17,2020-01-09,23:45:47
4938,2020-11-21,03:39:41,2020-11-21,06:06:05
25570,2019-09-09,01:21:14,2019-09-09,03:47:38
42583,2020-11-21,03:47:59,2020-11-21,06:14:23
18363,2021-10-21,23:23:20,2021-10-22,00:59:38
40659,2021-06-04,05:19:29,2021-06-04,06:55:47
8172,2021-05-28,00:19:26,2021-05-28,07:24:32
40427,2019-08-23,11:21:02,2019-08-23,14:36:38
24231,2020-01-15,21:56:11,2020-01-16,01:11:47
23705,2021-07-16,16:23:29,2021-07-16,19:39:05
36999,2022-01-14,20:36:05,2022-01-14,23:21:41
34806,2021-05-13,05:50:59,2021-05-13,08:36:35
61228,2020-08-14,07:39:26,2020-08-14,10:25:02
1034,2019-08-21,01:00:29,2019-08-21,06:47:53
15049,2022-01-03,01:38:11,2022-01-03,07:25:35
58393,2021-02-06,12:53:17,2021-02-06,18:40:41
38205,2021-03-12,09:01:02,2021-03-12,12:04:38
25467,2021-08-02,23:54:35,2021-08-03,02:58:11
30291,2021-12-16,19:01:47,2021-12-16,23:58:29
55389,2020-11-07,21:32:14,2020-11-08,02:28:56
62337,2021-04-14,17:41:26,2021-04-14,18:51:38
16140,2020-04-02,12:20:26,2020-04-02,13:30:38
45458,2021-10-08,15:22:44,2021-10-08,16:32:56
22550,2020-02-18,04:24:08,2020-02-18,05:37:20
37839,2020-09-19,13:05:20,2020-09-19,14:18:32
3166,2020-11-26,19:57:47,2020-11-26,21:10:59
33771,2020-08-01,17:18:47,2020-08-01,20:16:41
30469,2021-07-28,21:25:47,2021-07-29,00:30:53
57159,2020-01-08,21:50:38,2020-01-09,02:32:02
27134,2022-01-02,07:23:23,2022-01-02,12:16:29
32002,2020-09-29,11:59:53,2020-09-29,16:52:59
4102,2020-01-13,23:50:20,2020-01-14,02:57:32
52951,2020-11-16,23:28:38,2020-11-17,03:37:38
59141,2020-02-01,00:50:20,2020-02-01,04:59:20
44301,2021-02-03,03:51:53,2021-02-03,05:11:05
10498,2020-02-02,01:23:50,2020-02-02,02:43:02
43800,2021-03-17,12:53:29,2021-03-17,19:57:41
31028,2020-03-07,20:40:35,2020-03-08,04:44:47
15350,2021-01-27,03:56:56,2021-01-27,09:08:20
24024,2022-01-27,11:04:41,2022-01-27,16:50:53
37754,2019-09-13,08:34:29,2019-09-13,14:20:41
58730,2020-08-31,07:26:29,2020-08-31,13:12:41
17885,2020-12-12,18:13:08,2020-12-12,22:07:26
39893,2020-01-05,20:49:38,2020-01-06,00:43:56
58036,2021-06-27,05:20:02,2021-06-27,06:33:50
26031,2020-05-12,13:21:20,2020-05-13,04:38:26
13322,2022-01-21,01:15:35,2022-01-21,16:32:41
48396,2021-05-18,14:30:35,2021-05-19,05:39:17
21338,2020-07-07,16:47:05,2020-07-08,07:55:47
58202,2020-06-24,12:36:38,2020-06-25,03:45:20
57888,2020-06-06,13:33:53,2020-06-07,04:44:59
20600,2020-09-08,22:43:35,2020-09-09,13:54:41
24212,2019-09-05,02:39:02,2019-09-05,17:50:08
41113,2019-11-18,06:26:56,2019-11-18,08:32:02
21727,2021-07-04,09:35:02,2021-07-04,11:40:08
42622,2020-06-24,13:37:53,2020-06-24,15:42:59
54097,2020-06-02,14:11:41,2020-06-02,16:41:59
21452,2020-05-24,07:19:41,2020-05-24,09:49:59
55612,2021-02-03,11:40:32,2021-02-03,14:10:50
58755,2019-08-31,08:46:11,2019-08-31,15:35:23
9085,2020-11-16,13:53:50,2020-11-16,13:58:56
46388,2021-08-25,16:54:56,2021-08-25,17:00:02
52859,2020-02-22,23:50:02,2020-02-22,23:55:08
52683,2020-05-26,21:19:44,2020-05-26,21:28:26
1294,2021-11-05,12:25:20,2021-11-05,12:34:02
34879,2021-03-20,10:39:29,2021-03-20,10:48:11
62145,2020-04-01,06:27:32,2020-04-01,13:19:08
58266,2020-11-17,15:37:29,2020-11-17,22:29:05
14257,2020-01-19,17:30:32,2020-01-19,19:25:35
43361,2021-11-14,09:50:17,2021-11-14,11:45:20
37418,2020-02-15,02:06:23,2020-02-15,08:43:53
42735,2020-12-03,07:04:44,2020-12-03,13:42:14
547,2019-07-27,16:05:26,2019-07-27,21:11:08
34732,2019-10-14,12:10:11,2019-10-14,17:15:53
227,2021-07-26,07:44:56,2021-07-26,12:50:38
22992,2020-10-06,18:32:17,2020-10-07,01:10:41
12602,2020-03-21,09:35:11,2020-03-21,16:13:35
56353,2020-05-24,23:35:08,2020-05-25,06:13:32
12710,2020-04-01,12:20:05,2020-04-01,17:03:53
18217,2021-09-19,19:52:11,2021-09-20,00:35:59
58830,2020-04-08,13:29:23,2020-04-08,17:33:17
49056,2019-07-26,19:49:23,2019-07-27,00:41:53
2227,2021-09-11,00:39:59,2021-09-11,05:32:29
39927,2021-04-20,13:38:44,2021-04-20,16:19:32
28582,2020-09-12,13:27:41,2020-09-12,16:08:29
18399,2021-01-21,22:56:32,2021-01-22,01:37:20
2616,2022-01-17,19:45:53,2022-01-17,21:25:29
35799,2020-12-11,14:15:26,2020-12-11,16:55:02
39849,2020-02-19,20:37:23,2020-02-19,23:16:59
49502,2020-01-11,01:21:08,2020-01-11,05:26:14
35225,2019-08-17,06:20:50,2019-08-17,10:25:56
5317,2020-11-14,22:08:38,2020-11-15,02:13:44
46759,2020-12-02,05:35:08,2020-12-02,10:36:20
49891,2021-12-07,15:48:08,2021-12-07,17:01:38
7777,2020-09-03,23:09:08,2020-09-04,00:22:38
23807,2020-04-17,13:28:08,2020-04-17,17:09:50
28069,2021-07-06,05:51:41,2021-07-06,09:33:23
50889,2020-07-09,11:33:44,2020-07-09,18:11:50
56410,2019-10-19,21:59:02,2019-10-20,04:37:08
56339,2020-01-11,05:24:59,2020-01-11,12:03:05
14043,2021-03-06,16:54:29,2021-03-06,18:19:41
24785,2019-10-26,13:38:59,2019-10-26,15:04:11
53158,2019-10-30,15:44:17,2019-10-30,17:09:29
43146,2020-08-28,21:17:32,2020-08-29,02:09:08
36067,2021-06-12,09:55:02,2021-06-12,14:46:38
61101,2021-04-07,21:41:41,2021-04-08,02:56:05
57778,2021-09-25,11:12:50,2021-09-25,16:27:14
52226,2021-05-03,10:44:32,2021-05-03,15:58:56
15928,2019-11-11,20:48:41,2019-11-12,02:25:35
10436,2021-08-09,12:10:26,2021-08-09,17:47:20
38296,2020-01-14,19:24:44,2020-01-15,01:01:38
25542,2021-06-05,00:13:47,2021-06-05,01:07:11
18853,2020-02-01,06:08:05,2020-02-01,07:01:29
28669,2021-09-30,01:56:14,2021-09-30,02:49:38
35015,2021-10-22,09:05:23,2021-10-22,13:04:29
10133,2021-05-20,19:12:08,2021-05-20,23:11:14
51083,2020-02-15,01:08:47,2020-02-15,05:07:53
33532,2021-08-24,06:55:29,2021-08-24,11:15:53
48503,2020-09-27,21:53:53,2020-09-28,02:14:17
58545,2021-01-09,22:46:47,2021-01-10,00:56:59
58285,2020-07-13,18:28:35,2020-07-13,20:38:47
62399,2020-11-12,08:17:56,2020-11-12,10:28:08
6372,2019-08-07,22:03:14,2019-08-08,01:13:44
3414,2021-03-12,08:39:26,2021-03-12,11:49:56
22620,2020-10-17,07:52:47,2020-10-17,11:03:17
3558,2021-02-22,00:05:41,2021-02-22,04:21:53
61369,2021-07-24,04:35:44,2021-07-24,07:15:02
48137,2021-10-02,16:07:44,2021-10-02,18:47:02
14148,2020-10-05,18:21:41,2020-10-05,21:24:59
24072,2020-06-04,06:07:05,2020-06-04,09:10:23
43047,2020-04-14,19:17:44,2020-04-14,22:22:32
48115,2021-01-08,21:06:59,2021-01-09,00:11:47
5994,2021-11-09,14:16:32,2021-11-09,18:41:08
6718,2021-04-09,19:33:32,2021-04-09,23:58:08
54533,2020-05-12,00:25:59,2020-05-12,04:50:35
55094,2020-05-16,00:45:26,2020-05-16,07:52:56
10802,2019-12-16,05:48:59,2019-12-16,12:56:29
51230,2021-09-17,09:43:02,2021-09-17,16:50:32
28756,2020-08-17,09:13:50,2020-08-17,13:54:56
44509,2021-09-14,07:05:32,2021-09-14,11:46:38
35651,2019-09-28,10:28:26,2019-09-28,14:58:26
54612,2019-12-19,17:38:44,2019-12-19,19:54:02
9755,2019-10-20,18:07:14,2019-10-20,20:22:32
20775,2019-08-30,13:32:05,2019-08-30,15:50:41
61939,2020-11-05,02:31:38,2020-11-05,04:50:14
26011,2020-06-30,04:01:08,2020-06-30,06:45:32
23730,2020-10-28,03:58:17,2020-10-28,10:10:53
4161,2020-01-11,11:51:11,2020-01-11,16:09:47
42156,2019-10-20,10:26:59,2019-10-20,14:45:35
23636,2021-10-28,23:26:29,2021-10-29,07:48:05
6721,2021-10-08,01:57:56,2021-10-08,10:19:32
54198,2020-12-24,23:34:14,2020-12-25,04:43:32
23483,2020-09-16,21:31:26,2020-09-17,02:40:44
36270,2019-09-18,03:40:35,2019-09-18,06:07:17
16638,2021-01-11,04:35:11,2021-01-11,07:01:53
1687,2022-01-06,20:17:56,2022-01-07,01:38:02
47924,2022-01-17,17:05:41,2022-01-17,22:25:47
16377,2020-03-05,21:13:26,2020-03-06,02:33:32
44328,2020-02-25,03:25:26,2020-02-25,05:02:02
18545,2019-12-29,06:58:26,2019-12-29,08:35:02
30475,2021-11-21,16:14:02,2021-11-21,17:50:38
45330,2020-01-17,16:57:53,2020-01-18,00:23:41
58761,2021-02-16,13:46:53,2021-02-16,22:00:05
8088,2020-12-30,17:05:08,2020-12-31,01:18:20
22878,2020-05-03,03:20:53,2020-05-03,05:46:59
28951,2019-08-01,20:47:20,2019-08-01,23:13:26
3735,2021-05-25,06:10:35,2021-05-25,11:04:35
28937,2021-08-12,18:16:02,2021-08-12,23:10:02
19464,2019-11-05,15:58:41,2019-11-05,20:52:41
29275,2019-07-31,11:49:26,2019-07-31,16:49:44
4206,2020-09-01,00:50:38,2020-09-01,05:50:56
50520,2020-05-16,12:15:59,2020-05-16,17:16:17
44560,2020-01-20,04:19:50,2020-01-20,07:05:26
16736,2021-09-08,10:27:35,2021-09-08,13:13:11
32594,2020-08-15,18:17:44,2020-08-15,20:25:14
39432,2020-10-01,17:10:38,2020-10-01,23:12:26
60733,2019-12-05,01:57:59,2019-12-05,03:34:35
10721,2021-11-12,08:54:35,2021-11-12,10:31:11
36653,2019-08-23,18:53:50,2019-08-23,20:30:26
38600,2021-06-23,00:35:14,2021-06-23,02:18:26
41526,2021-07-26,15:05:38,2021-07-26,16:48:50
3130,2021-01-26,01:31:44,2021-01-26,03:14:56
17092,2020-11-22,19:59:56,2020-11-22,21:41:38
6711,2020-02-04,04:08:53,2020-02-04,05:50:35
51685,2021-03-29,02:04:05,2021-03-29,03:45:47
4163,2020-05-23,18:34:11,2020-05-23,22:23:05
57473,2020-07-06,00:05:17,2020-07-06,03:54:11
21344,2021-06-08,21:50:17,2021-06-09,01:39:11
47282,2021-09-30,14:29:05,2021-09-30,19:08:05
16472,2020-07-13,21:32:08,2020-07-14,02:11:08
714,2021-06-15,20:34:02,2021-06-16,00:39:44
8687,2021-08-18,02:32:08,2021-08-18,06:37:50
40270,2020-02-26,22:46:32,2020-02-27,02:52:14
3914,2019-10-02,18:21:32,2019-10-03,02:29:20
21146,2020-10-20,14:33:53,2020-10-20,21:40:11
59332,2021-10-04,20:24:23,2021-10-05,03:39:23
12688,2021-01-26,23:18:26,2021-01-27,06:33:26
38779,2022-01-21,14:05:53,2022-01-21,21:20:53
19460,2021-11-26,00:06:08,2021-11-26,08:39:08
14213,2021-01-19,11:16:41,2021-01-19,16:58:23
52454,2020-06-08,19:42:11,2020-06-09,01:23:53
58460,2021-12-25,09:46:50,2021-12-25,13:54:02
18011,2021-11-12,22:20:05,2021-11-13,02:27:17
44063,2020-12-05,18:10:05,2020-12-05,22:17:17
11233,2021-07-28,11:11:59,2021-07-28,15:10:11
38993,2021-11-15,21:27:20,2021-11-16,01:25:32
53487,2019-09-05,15:07:53,2019-09-05,17:53:11
28958,2021-05-13,01:03:44,2021-05-13,03:49:02
2087,2020-06-13,04:21:41,2020-06-13,07:06:59
26456,2019-08-24,16:22:47,2019-08-24,19:43:29
30703,2020-03-09,20:31:38,2020-03-09,23:52:20
6215,2020-01-26,03:27:56,2020-01-26,05:35:26
25531,2020-07-10,17:35:53,2020-07-10,19:43:23
3956,2020-09-13,23:11:23,2020-09-14,01:18:53
23863,2021-03-16,23:03:56,2021-03-16,23:12:38
7033,2021-05-26,13:16:59,2021-05-26,13:25:41
26827,2019-10-16,16:56:02,2019-10-16,18:54:14
4614,2019-12-20,00:26:02,2019-12-20,02:24:14
10352,2020-05-28,07:03:38,2020-05-28,07:07:14
12717,2020-07-04,18:20:47,2020-07-04,18:24:23
47481,2020-03-20,00:43:26,2020-03-20,00:47:02
57147,2021-09-06,22:00:02,2021-09-07,00:50:26
666,2019-12-16,20:23:05,2019-12-16,23:08:23
24443,2021-10-22,01:32:38,2021-10-22,05:56:20
62119,2021-01-30,01:55:35,2021-01-30,09:03:41
25581,2019-09-26,08:00:56,2019-09-26,15:09:02
34225,2020-01-24,02:23:05,2020-01-24,09:31:11
5123,2021-08-15,17:43:11,2021-08-15,18:53:59
11457,2021-05-30,18:48:29,2021-05-30,23:53:35
16350,2020-01-01,22:24:14,2020-01-02,03:29:20
6504,2020-08-24,19:29:50,2020-08-25,00:34:56
62784,2020-01-01,02:21:56,2020-01-01,07:53:44
12027,2020-01-22,19:56:53,2020-01-23,01:28:41
6172,2021-08-12,13:23:02,2021-08-12,15:11:02
34271,2019-07-27,20:34:29,2019-07-27,22:22:29
51424,2022-01-25,18:01:14,2022-01-25,19:49:14
