"schedule_id","dept_date","dept_time","ariv_date","ariv_time"
74202,2020-01-23,"21:25:00",2020-01-24,"8:30:00"
27216,2019-03-07,"11:45:00",2019-03-07,"13:45:00"
87217,2021-08-24,"21:20:00",2021-08-25,"7:5:00"
35359,2019-05-13,"9:25:00",2019-05-13,"14:0:00"
11176,2022-07-08,"9:5:00",2022-07-08,"12:35:00"
25961,2021-08-29,"9:50:00",2021-08-29,"13:5:00"
72117,2021-04-24,"23:15:00",2021-04-25,"8:15:00"
25336,2019-04-21,"11:50:00",2019-04-21,"14:0:00"
13957,2022-02-02,"11:25:00",2022-02-02,"14:45:00"
17708,2020-02-11,"11:10:00",2020-02-11,"14:25:00"
26548,2019-05-30,"9:20:00",2019-05-30,"12:25:00"
33530,2021-04-19,"11:30:00",2021-04-19,"13:35:00"
34962,2020-03-09,"10:15:00",2020-03-09,"13:30:00"
34554,2022-07-02,"10:20:00",2022-07-02,"13:55:00"
80343,2020-03-07,"21:25:00",2020-03-08,"7:10:00"
97554,2020-05-23,"20:20:00",2020-05-24,"8:55:00"
78382,2021-10-20,"19:15:00",2021-10-21,"8:30:00"
19861,2019-01-21,"9:25:00",2019-01-21,"14:45:00"
11914,2020-04-12,"9:20:00",2020-04-12,"14:0:00"
39012,2020-01-21,"10:0:00",2020-01-21,"13:55:00"
22752,2022-04-02,"11:55:00",2022-04-02,"12:30:00"
20212,2020-07-27,"10:25:00",2020-07-27,"14:0:00"
84227,2022-01-24,"23:25:00",2022-01-25,"8:25:00"
33022,2022-11-26,"9:0:00",2022-11-26,"12:15:00"
13950,2021-09-08,"11:0:00",2021-09-08,"13:35:00"
37051,2020-03-21,"9:35:00",2020-03-21,"12:0:00"
23028,2022-07-12,"9:5:00",2022-07-12,"12:50:00"
32087,2020-05-19,"9:10:00",2020-05-19,"14:45:00"
98925,2022-10-22,"22:55:00",2022-10-23,"7:0:00"
31155,2021-09-07,"9:20:00",2021-09-07,"12:40:00"
18963,2020-08-04,"10:20:00",2020-08-04,"13:30:00"
98184,2022-03-14,"23:20:00",2022-03-15,"7:40:00"
18892,2021-05-15,"10:40:00",2021-05-15,"12:55:00"
95451,2022-02-14,"22:5:00",2022-02-15,"8:5:00"
28105,2022-05-17,"10:0:00",2022-05-17,"13:20:00"
39861,2019-04-01,"9:35:00",2019-04-01,"14:5:00"
89589,2021-01-31,"23:25:00",2021-02-01,"7:10:00"
82190,2022-08-23,"22:5:00",2022-08-24,"8:5:00"
12278,2022-10-26,"11:40:00",2022-10-26,"14:25:00"
18862,2022-11-05,"9:0:00",2022-11-05,"14:10:00"
91302,2019-03-27,"19:0:00",2019-03-28,"7:5:00"
32461,2019-08-15,"11:25:00",2019-08-15,"12:20:00"
18023,2021-12-19,"10:0:00",2021-12-19,"14:30:00"
11792,2021-08-16,"10:20:00",2021-08-16,"12:30:00"
83245,2019-04-13,"21:50:00",2019-04-14,"9:5:00"
34728,2022-04-10,"9:10:00",2022-04-10,"14:10:00"
13664,2020-08-10,"10:25:00",2020-08-10,"14:20:00"
32975,2022-12-02,"9:35:00",2022-12-02,"13:0:00"
16609,2021-10-28,"10:30:00",2021-10-28,"14:50:00"
79863,2021-02-16,"20:40:00",2021-02-17,"7:25:00"
72618,2020-05-03,"19:30:00",2020-05-04,"7:45:00"
35123,2020-12-12,"10:40:00",2020-12-12,"12:40:00"
24847,2021-05-02,"10:0:00",2021-05-02,"12:20:00"
75079,2019-11-20,"22:45:00",2019-11-21,"7:15:00"
10139,2020-11-26,"11:25:00",2020-11-26,"13:20:00"
99930,2021-02-14,"21:20:00",2021-02-15,"8:25:00"
75621,2022-09-13,"23:40:00",2022-09-14,"9:10:00"
95641,2022-05-25,"21:25:00",2022-05-26,"8:30:00"
15956,2021-03-21,"10:40:00",2021-03-21,"14:0:00"
92182,2019-08-11,"22:10:00",2019-08-12,"8:45:00"
95847,2019-07-23,"21:20:00",2019-07-24,"7:5:00"
91572,2020-03-20,"20:25:00",2020-03-21,"7:0:00"
73599,2020-12-25,"21:0:00",2020-12-26,"7:50:00"
15364,2019-01-19,"9:55:00",2019-01-19,"14:30:00"
39968,2019-11-06,"9:20:00",2019-11-06,"12:15:00"
90591,2021-01-05,"21:50:00",2021-01-06,"9:35:00"
80362,2019-07-16,"21:20:00",2019-07-17,"9:40:00"
23803,2022-02-08,"9:40:00",2022-02-08,"13:55:00"
27395,2019-08-03,"9:25:00",2019-08-03,"14:0:00"
75136,2019-08-23,"23:55:00",2019-08-24,"8:20:00"
16031,2021-01-25,"9:45:00",2021-01-25,"14:5:00"
26317,2022-05-26,"11:0:00",2022-05-26,"13:25:00"
19881,2020-07-24,"9:55:00",2020-07-24,"12:40:00"
15679,2021-12-07,"9:45:00",2021-12-07,"13:30:00"
10808,2022-01-29,"11:50:00",2022-01-29,"13:0:00"
34403,2020-12-14,"11:5:00",2020-12-14,"13:55:00"
30162,2022-08-02,"11:45:00",2022-08-02,"13:10:00"
35219,2021-06-16,"9:55:00",2021-06-16,"13:30:00"
33175,2020-02-09,"10:10:00",2020-02-09,"13:30:00"
15039,2020-11-07,"11:15:00",2020-11-07,"12:20:00"
82147,2019-12-23,"23:15:00",2019-12-24,"7:20:00"
89799,2022-08-03,"23:15:00",2022-08-04,"8:45:00"
39279,2020-03-16,"10:25:00",2020-03-16,"14:0:00"
33794,2019-09-24,"9:45:00",2019-09-24,"14:45:00"
32233,2021-02-02,"10:50:00",2021-02-02,"12:25:00"
27720,2019-02-10,"9:55:00",2019-02-10,"13:0:00"
15222,2022-02-21,"10:30:00",2022-02-21,"12:45:00"
17098,2022-10-22,"11:30:00",2022-10-22,"13:15:00"
17595,2022-08-15,"9:50:00",2022-08-15,"14:30:00"
23140,2020-12-20,"10:35:00",2020-12-20,"13:40:00"
95064,2021-02-18,"19:35:00",2021-02-19,"8:45:00"
25091,2021-08-15,"9:25:00",2021-08-15,"13:50:00"
73959,2021-03-30,"20:0:00",2021-03-31,"7:55:00"
19781,2021-09-17,"10:0:00",2021-09-17,"12:25:00"
37836,2020-01-14,"10:50:00",2020-01-14,"13:50:00"
81379,2021-05-05,"20:0:00",2021-05-06,"7:55:00"
91867,2019-06-01,"20:50:00",2019-06-02,"9:55:00"
19846,2021-09-17,"9:50:00",2021-09-17,"14:5:00"
38359,2021-05-19,"10:50:00",2021-05-19,"14:45:00"
11007,2022-05-08,"11:50:00",2022-05-08,"14:30:00"
31597,2019-07-26,"11:40:00",2019-07-26,"13:0:00"
87736,2022-11-30,"22:50:00",2022-12-01,"9:5:00"
88024,2022-06-23,"21:10:00",2022-06-24,"7:45:00"
11740,2022-08-02,"10:35:00",2022-08-02,"13:5:00"
23863,2019-08-26,"9:20:00",2019-08-26,"13:30:00"
24335,2020-12-21,"11:55:00",2020-12-21,"12:10:00"
84639,2019-12-12,"20:10:00",2019-12-13,"8:45:00"
39030,2021-07-02,"11:5:00",2021-07-02,"12:35:00"
90563,2020-06-22,"20:10:00",2020-06-23,"9:10:00"
28283,2021-10-06,"11:55:00",2021-10-06,"12:20:00"
88371,2022-03-14,"23:45:00",2022-03-15,"9:45:00"
28571,2020-11-11,"9:10:00",2020-11-11,"13:55:00"
98272,2019-04-12,"19:15:00",2019-04-13,"7:55:00"
91505,2020-01-08,"22:10:00",2020-01-09,"9:25:00"
93660,2021-05-04,"19:35:00",2021-05-05,"9:30:00"
30882,2020-05-06,"10:35:00",2020-05-06,"12:0:00"
11962,2020-10-21,"11:15:00",2020-10-21,"13:0:00"
82645,2019-05-25,"19:5:00",2019-05-26,"9:35:00"
28896,2020-04-03,"9:25:00",2020-04-03,"13:35:00"
37089,2020-12-01,"11:55:00",2020-12-01,"13:0:00"
35088,2022-11-16,"11:0:00",2022-11-16,"13:55:00"
11203,2022-02-13,"9:10:00",2022-02-13,"14:10:00"
78954,2022-11-05,"22:25:00",2022-11-06,"7:50:00"
27097,2020-09-21,"11:45:00",2020-09-21,"13:55:00"
20244,2021-09-21,"11:55:00",2021-09-21,"12:30:00"
22640,2020-12-04,"11:25:00",2020-12-04,"13:15:00"
31790,2022-07-25,"11:20:00",2022-07-25,"14:10:00"
11671,2022-02-01,"9:40:00",2022-02-01,"13:10:00"
97852,2020-11-02,"22:25:00",2020-11-03,"7:45:00"
24596,2021-04-22,"9:45:00",2021-04-22,"13:55:00"
95693,2021-08-09,"21:15:00",2021-08-10,"8:50:00"
18021,2021-05-07,"10:0:00",2021-05-07,"12:25:00"
10218,2021-03-04,"10:55:00",2021-03-04,"14:45:00"
25943,2019-07-31,"10:40:00",2019-07-31,"13:5:00"
38703,2021-01-20,"10:20:00",2021-01-20,"14:55:00"
97834,2021-02-21,"22:10:00",2021-02-22,"7:25:00"
28986,2020-02-24,"11:55:00",2020-02-24,"14:55:00"
38263,2020-06-20,"10:5:00",2020-06-20,"14:20:00"
20674,2019-07-07,"10:40:00",2019-07-07,"12:35:00"
99619,2021-10-10,"21:45:00",2021-10-11,"8:0:00"
10637,2020-12-13,"10:15:00",2020-12-13,"13:30:00"
14830,2022-12-24,"11:15:00",2022-12-24,"13:0:00"
16924,2019-03-24,"9:55:00",2019-03-24,"12:20:00"
36565,2022-04-06,"9:5:00",2022-04-06,"12:20:00"
89126,2020-06-15,"19:30:00",2020-06-16,"7:15:00"
17228,2021-11-15,"9:55:00",2021-11-15,"12:40:00"
18207,2020-07-20,"11:30:00",2020-07-20,"12:10:00"
19708,2019-03-26,"9:25:00",2019-03-26,"13:20:00"
12791,2022-02-07,"9:45:00",2022-02-07,"13:15:00"
31713,2022-03-17,"10:35:00",2022-03-17,"13:25:00"
12736,2022-06-24,"11:35:00",2022-06-24,"12:0:00"
32824,2019-10-22,"11:10:00",2019-10-22,"12:5:00"
18163,2022-05-10,"11:20:00",2022-05-10,"12:20:00"
77265,2020-08-12,"22:20:00",2020-08-13,"9:55:00"
77149,2022-01-29,"19:0:00",2022-01-30,"7:10:00"
95208,2022-10-06,"21:10:00",2022-10-07,"8:0:00"
87133,2019-06-17,"22:35:00",2019-06-18,"7:45:00"
90410,2020-08-14,"22:25:00",2020-08-15,"8:30:00"
14876,2020-04-12,"9:25:00",2020-04-12,"14:15:00"
29818,2020-07-01,"11:45:00",2020-07-01,"14:20:00"
79078,2022-11-09,"23:5:00",2022-11-10,"7:50:00"
20813,2019-05-09,"9:30:00",2019-05-09,"14:5:00"
33482,2019-07-21,"9:10:00",2019-07-21,"14:10:00"
25263,2019-10-04,"10:15:00",2019-10-04,"13:5:00"
12904,2019-10-16,"9:40:00",2019-10-16,"14:35:00"
11303,2022-05-06,"10:50:00",2022-05-06,"12:5:00"
22585,2022-03-17,"9:50:00",2022-03-17,"13:55:00"
26279,2020-03-18,"9:5:00",2020-03-18,"12:10:00"
94006,2019-02-21,"20:5:00",2019-02-22,"8:45:00"
37709,2020-05-14,"10:35:00",2020-05-14,"14:5:00"
39205,2020-10-05,"10:5:00",2020-10-05,"14:10:00"
17551,2020-07-09,"11:0:00",2020-07-09,"13:30:00"
74268,2022-04-24,"21:55:00",2022-04-25,"9:5:00"
79047,2019-03-01,"23:50:00",2019-03-02,"9:15:00"
25797,2022-03-28,"11:55:00",2022-03-28,"14:25:00"
39901,2021-06-21,"9:35:00",2021-06-21,"14:20:00"
26717,2022-12-12,"10:25:00",2022-12-12,"14:35:00"
32216,2022-04-18,"11:50:00",2022-04-18,"12:15:00"
77982,2020-08-11,"22:10:00",2020-08-12,"8:20:00"
31412,2019-02-11,"10:10:00",2019-02-11,"12:5:00"
97829,2019-04-06,"20:5:00",2019-04-07,"7:0:00"
37742,2020-04-03,"11:55:00",2020-04-03,"14:25:00"
16912,2020-09-14,"10:0:00",2020-09-14,"13:40:00"
95117,2022-12-23,"19:30:00",2022-12-24,"9:10:00"
36933,2020-07-13,"9:20:00",2020-07-13,"14:10:00"
31594,2021-01-29,"10:0:00",2021-01-29,"12:10:00"
17899,2022-03-09,"11:0:00",2022-03-09,"14:0:00"
29198,2022-12-11,"11:20:00",2022-12-11,"14:55:00"
26372,2021-12-07,"9:20:00",2021-12-07,"12:30:00"
33911,2019-12-13,"10:20:00",2019-12-13,"14:5:00"
19037,2022-11-02,"9:30:00",2022-11-02,"12:5:00"
29408,2020-12-09,"9:15:00",2020-12-09,"14:10:00"
16650,2021-03-19,"11:30:00",2021-03-19,"13:40:00"
29884,2020-01-27,"10:40:00",2020-01-27,"12:20:00"
24371,2020-02-07,"10:35:00",2020-02-07,"14:20:00"
14095,2021-07-10,"9:30:00",2021-07-10,"13:15:00"
31112,2021-06-23,"10:30:00",2021-06-23,"14:45:00"
31714,2022-09-05,"9:25:00",2022-09-05,"13:5:00"
17661,2022-10-16,"11:25:00",2022-10-16,"14:5:00"
13870,2022-05-14,"11:25:00",2022-05-14,"14:0:00"
31233,2019-10-02,"10:55:00",2019-10-02,"14:50:00"
20508,2021-10-28,"10:20:00",2021-10-28,"12:5:00"
23346,2021-03-14,"10:20:00",2021-03-14,"12:5:00"
11228,2022-03-06,"11:45:00",2022-03-06,"14:20:00"
33817,2022-06-08,"11:45:00",2022-06-08,"14:55:00"
91263,2022-01-15,"21:10:00",2022-01-16,"7:55:00"
33118,2020-10-08,"10:55:00",2020-10-08,"12:5:00"
99485,2020-10-26,"22:5:00",2020-10-27,"7:20:00"
97691,2021-11-01,"22:15:00",2021-11-02,"7:0:00"
82410,2021-08-15,"23:10:00",2021-08-16,"7:0:00"
77341,2021-06-04,"21:50:00",2021-06-05,"7:20:00"
81467,2020-03-11,"20:55:00",2020-03-12,"7:25:00"
23215,2019-07-14,"9:45:00",2019-07-14,"13:30:00"
31293,2022-09-19,"10:15:00",2022-09-19,"14:45:00"
20419,2021-01-11,"10:25:00",2021-01-11,"12:5:00"
27579,2021-08-10,"11:5:00",2021-08-10,"14:30:00"
27624,2022-01-11,"10:25:00",2022-01-11,"12:10:00"
87840,2020-12-14,"21:35:00",2020-12-15,"8:0:00"
15044,2021-07-13,"10:15:00",2021-07-13,"14:50:00"
18804,2020-07-26,"11:0:00",2020-07-26,"14:55:00"
19313,2021-07-26,"11:50:00",2021-07-26,"13:25:00"
33256,2019-09-28,"10:45:00",2019-09-28,"14:50:00"
27702,2019-10-22,"9:45:00",2019-10-22,"14:50:00"
88497,2020-12-07,"19:40:00",2020-12-08,"9:30:00"
39616,2019-04-05,"11:25:00",2019-04-05,"14:0:00"
89394,2020-01-20,"22:20:00",2020-01-21,"8:5:00"
37931,2020-03-29,"11:55:00",2020-03-29,"12:25:00"
93526,2021-06-04,"21:15:00",2021-06-05,"7:45:00"
99099,2020-02-12,"21:35:00",2020-02-13,"8:0:00"
34706,2021-02-22,"10:30:00",2021-02-22,"14:15:00"
33289,2022-05-09,"11:20:00",2022-05-09,"14:30:00"
11823,2019-12-06,"9:35:00",2019-12-06,"14:20:00"
90022,2022-10-16,"23:45:00",2022-10-17,"9:25:00"
87836,2020-09-04,"22:25:00",2020-09-05,"8:25:00"
39398,2020-10-14,"9:0:00",2020-10-14,"14:45:00"
15193,2019-02-02,"9:40:00",2019-02-02,"13:45:00"
37207,2021-02-03,"10:30:00",2021-02-03,"14:45:00"
10820,2022-01-26,"11:50:00",2022-01-26,"12:0:00"
13006,2021-07-05,"11:25:00",2021-07-05,"14:30:00"
22591,2019-02-19,"11:0:00",2019-02-19,"14:45:00"
93912,2020-10-12,"19:25:00",2020-10-13,"9:35:00"
14259,2019-11-09,"11:30:00",2019-11-09,"14:25:00"
35588,2019-01-10,"11:30:00",2019-01-10,"13:10:00"
37988,2021-01-21,"11:45:00",2021-01-21,"12:45:00"
77753,2019-01-10,"20:35:00",2019-01-11,"7:20:00"
17028,2019-01-06,"9:20:00",2019-01-06,"14:40:00"
33506,2019-11-15,"11:55:00",2019-11-15,"14:0:00"
32840,2021-01-21,"10:20:00",2021-01-21,"14:55:00"
14717,2022-09-04,"11:5:00",2022-09-04,"14:30:00"
23926,2022-02-06,"11:40:00",2022-02-06,"14:5:00"
17690,2021-01-24,"10:25:00",2021-01-24,"14:30:00"
82692,2022-11-07,"23:25:00",2022-11-08,"7:10:00"
34932,2022-12-03,"10:15:00",2022-12-03,"14:40:00"
23496,2020-09-04,"9:50:00",2020-09-04,"12:35:00"
15747,2019-04-01,"11:40:00",2019-04-01,"12:15:00"
29713,2022-08-24,"11:15:00",2022-08-24,"13:50:00"
72121,2021-09-18,"20:30:00",2021-09-19,"8:10:00"
16542,2020-09-12,"9:55:00",2020-09-12,"12:45:00"
33615,2021-03-27,"11:50:00",2021-03-27,"12:45:00"
92885,2019-07-05,"23:50:00",2019-07-06,"7:20:00"
77903,2019-11-07,"19:20:00",2019-11-08,"7:30:00"
24207,2022-05-19,"11:30:00",2022-05-19,"12:30:00"
35264,2021-10-08,"10:50:00",2021-10-08,"12:10:00"
17034,2021-09-19,"9:20:00",2021-09-19,"14:30:00"
85229,2022-04-27,"23:30:00",2022-04-28,"9:50:00"
39141,2021-07-14,"10:10:00",2021-07-14,"13:50:00"
23298,2020-02-07,"11:50:00",2020-02-07,"12:45:00"
14049,2022-08-29,"11:5:00",2022-08-29,"12:20:00"
23619,2022-06-05,"11:15:00",2022-06-05,"14:40:00"
72456,2021-02-03,"19:30:00",2021-02-04,"8:45:00"
72978,2019-07-18,"23:35:00",2019-07-19,"8:30:00"
22251,2022-12-17,"11:20:00",2022-12-17,"12:15:00"
85660,2022-05-06,"19:30:00",2022-05-07,"7:10:00"
88584,2020-10-19,"20:35:00",2020-10-20,"9:15:00"
26128,2022-08-24,"9:45:00",2022-08-24,"14:5:00"
15574,2022-06-18,"11:0:00",2022-06-18,"13:0:00"
31321,2019-02-10,"11:45:00",2019-02-10,"14:35:00"
15627,2022-05-16,"9:55:00",2022-05-16,"14:0:00"
18449,2019-11-05,"10:40:00",2019-11-05,"14:55:00"
91305,2022-01-31,"21:10:00",2022-02-01,"9:55:00"
27589,2020-09-30,"11:5:00",2020-09-30,"12:0:00"
17535,2022-09-27,"10:25:00",2022-09-27,"14:45:00"
16239,2020-02-21,"9:50:00",2020-02-21,"13:55:00"
96587,2022-05-25,"20:45:00",2022-05-26,"7:5:00"
99623,2019-02-20,"23:30:00",2019-02-21,"7:30:00"
25813,2021-08-14,"10:30:00",2021-08-14,"14:35:00"
25729,2019-05-13,"10:50:00",2019-05-13,"14:25:00"
18360,2019-09-07,"11:15:00",2019-09-07,"13:25:00"
35634,2020-02-04,"9:40:00",2020-02-04,"14:20:00"
79176,2021-12-06,"23:15:00",2021-12-07,"7:50:00"
72587,2019-11-05,"23:5:00",2019-11-06,"8:15:00"
24242,2020-03-08,"10:15:00",2020-03-08,"13:20:00"
34913,2019-01-30,"11:5:00",2019-01-30,"12:55:00"
25480,2020-04-27,"10:25:00",2020-04-27,"12:10:00"
81659,2019-12-14,"20:20:00",2019-12-15,"9:20:00"
71447,2021-10-20,"22:45:00",2021-10-21,"8:40:00"
25603,2021-12-27,"9:0:00",2021-12-27,"14:0:00"
96612,2020-12-22,"21:55:00",2020-12-23,"8:30:00"
23527,2019-06-28,"9:55:00",2019-06-28,"12:5:00"
32735,2021-04-02,"9:10:00",2021-04-02,"14:25:00"
20166,2021-08-22,"11:25:00",2021-08-22,"13:0:00"
76368,2022-02-01,"19:45:00",2022-02-02,"9:55:00"
75307,2020-01-29,"23:55:00",2020-01-30,"7:10:00"
72236,2020-11-20,"23:55:00",2020-11-21,"9:55:00"
74470,2019-05-05,"23:0:00",2019-05-06,"9:50:00"
76843,2020-11-09,"21:15:00",2020-11-10,"9:40:00"
39307,2021-02-28,"10:45:00",2021-02-28,"13:20:00"
21482,2020-07-23,"10:50:00",2020-07-23,"14:50:00"
16223,2022-11-06,"9:15:00",2022-11-06,"12:45:00"
18115,2022-03-11,"11:35:00",2022-03-11,"12:20:00"
94015,2019-01-16,"22:25:00",2019-01-17,"8:15:00"
34831,2021-08-30,"10:30:00",2021-08-30,"13:35:00"
83713,2019-09-08,"23:20:00",2019-09-09,"8:5:00"
39548,2019-05-01,"9:5:00",2019-05-01,"12:5:00"
22437,2022-05-31,"9:35:00",2022-05-31,"14:55:00"
13285,2021-05-01,"10:0:00",2021-05-01,"12:45:00"
17695,2022-11-05,"11:15:00",2022-11-05,"14:40:00"
36016,2019-11-18,"10:50:00",2019-11-18,"13:5:00"
19419,2020-01-05,"10:55:00",2020-01-05,"14:20:00"
70400,2019-10-24,"23:20:00",2019-10-25,"9:15:00"
17030,2021-09-30,"10:35:00",2021-09-30,"12:10:00"
33642,2021-11-24,"9:30:00",2021-11-24,"12:10:00"
34452,2020-09-05,"9:45:00",2020-09-05,"14:0:00"
87169,2022-06-17,"21:50:00",2022-06-18,"8:15:00"
38491,2022-11-27,"10:45:00",2022-11-27,"12:50:00"
86201,2020-09-12,"23:30:00",2020-09-13,"9:40:00"
13036,2019-03-21,"10:45:00",2019-03-21,"12:30:00"
83578,2022-12-22,"21:45:00",2022-12-23,"8:20:00"
27431,2021-01-10,"10:45:00",2021-01-10,"14:15:00"
88544,2021-02-24,"19:30:00",2021-02-25,"7:55:00"
91987,2022-02-27,"19:55:00",2022-02-28,"9:55:00"
17613,2020-08-11,"9:0:00",2020-08-11,"13:55:00"
74748,2019-10-18,"21:10:00",2019-10-19,"7:5:00"
75214,2022-07-04,"20:0:00",2022-07-05,"8:55:00"
22528,2021-09-29,"9:45:00",2021-09-29,"12:25:00"
78003,2020-04-09,"21:45:00",2020-04-10,"8:40:00"
23741,2019-11-23,"11:50:00",2019-11-23,"12:25:00"
33849,2021-11-30,"10:0:00",2021-11-30,"13:40:00"
84904,2019-08-05,"22:20:00",2019-08-06,"9:55:00"
37601,2019-08-28,"9:10:00",2019-08-28,"13:0:00"
22928,2021-06-08,"11:20:00",2021-06-08,"12:5:00"
15957,2020-11-18,"9:40:00",2020-11-18,"13:20:00"
75894,2022-07-26,"21:50:00",2022-07-27,"8:35:00"
18986,2019-05-26,"9:35:00",2019-05-26,"12:30:00"
19302,2020-10-06,"9:25:00",2020-10-06,"14:5:00"
85789,2019-07-11,"19:50:00",2019-07-12,"9:30:00"
31821,2021-08-12,"9:30:00",2021-08-12,"14:15:00"
13246,2019-06-15,"10:45:00",2019-06-15,"14:5:00"
19382,2020-09-27,"9:10:00",2020-09-27,"12:20:00"
35466,2022-02-05,"10:5:00",2022-02-05,"12:0:00"
29850,2021-08-04,"9:45:00",2021-08-04,"14:35:00"
78352,2020-08-02,"19:45:00",2020-08-03,"9:50:00"
13405,2019-10-28,"9:15:00",2019-10-28,"12:35:00"
14785,2020-04-29,"9:20:00",2020-04-29,"14:40:00"
31378,2021-03-26,"9:5:00",2021-03-26,"13:15:00"
78213,2020-11-26,"23:30:00",2020-11-27,"8:0:00"
24245,2019-04-04,"10:55:00",2019-04-04,"14:5:00"
84716,2020-11-20,"23:10:00",2020-11-21,"9:10:00"
21380,2020-07-16,"10:45:00",2020-07-16,"12:10:00"
92241,2021-02-07,"23:50:00",2021-02-08,"8:30:00"
35066,2022-09-22,"11:0:00",2022-09-22,"14:20:00"
15229,2020-09-01,"10:5:00",2020-09-01,"14:15:00"
19816,2022-04-30,"11:15:00",2022-04-30,"12:30:00"
73413,2022-10-07,"22:0:00",2022-10-08,"9:40:00"
30005,2020-12-21,"11:50:00",2020-12-21,"14:20:00"
33818,2021-12-26,"10:0:00",2021-12-26,"12:35:00"
16231,2021-05-16,"9:30:00",2021-05-16,"12:10:00"
26785,2021-01-20,"11:25:00",2021-01-20,"12:45:00"
21089,2019-03-16,"9:5:00",2019-03-16,"13:25:00"
30449,2019-07-10,"10:55:00",2019-07-10,"14:55:00"
39290,2021-01-14,"11:20:00",2021-01-14,"12:55:00"
22614,2022-11-12,"10:45:00",2022-11-12,"13:25:00"
17644,2020-06-26,"11:40:00",2020-06-26,"14:30:00"
31142,2019-08-23,"10:5:00",2019-08-23,"13:35:00"
21843,2021-03-03,"9:25:00",2021-03-03,"12:35:00"
15351,2019-05-07,"9:40:00",2019-05-07,"13:35:00"
30221,2020-05-01,"9:10:00",2020-05-01,"13:25:00"
11642,2021-07-15,"9:55:00",2021-07-15,"13:55:00"
71823,2019-08-11,"23:0:00",2019-08-12,"7:35:00"
31720,2019-07-04,"11:40:00",2019-07-04,"14:5:00"
25109,2020-04-28,"9:45:00",2020-04-28,"14:10:00"
83309,2020-09-08,"20:40:00",2020-09-09,"9:50:00"
10780,2020-10-04,"11:0:00",2020-10-04,"14:35:00"
22452,2022-08-25,"10:40:00",2022-08-25,"14:50:00"
94249,2022-07-18,"22:55:00",2022-07-19,"7:50:00"
34604,2019-08-13,"11:25:00",2019-08-13,"12:50:00"
32023,2022-09-02,"10:15:00",2022-09-02,"12:30:00"
16362,2022-07-21,"11:0:00",2022-07-21,"13:55:00"
17222,2022-09-22,"9:10:00",2022-09-22,"13:5:00"
25003,2020-01-30,"10:55:00",2020-01-30,"14:35:00"
12956,2020-08-04,"9:20:00",2020-08-04,"14:0:00"
39462,2019-09-04,"11:35:00",2019-09-04,"14:20:00"
17330,2019-02-22,"10:30:00",2019-02-22,"13:45:00"
85755,2022-12-16,"22:35:00",2022-12-17,"8:50:00"
22573,2021-02-22,"11:25:00",2021-02-22,"14:15:00"
38668,2020-04-06,"11:20:00",2020-04-06,"12:5:00"
16467,2019-01-20,"11:20:00",2019-01-20,"12:5:00"
72483,2021-01-18,"21:15:00",2021-01-19,"9:5:00"
35668,2022-02-25,"9:10:00",2022-02-25,"13:15:00"
35460,2020-02-20,"10:25:00",2020-02-20,"14:0:00"
75013,2021-10-29,"22:20:00",2021-10-30,"8:15:00"
95788,2021-02-15,"22:40:00",2021-02-16,"8:0:00"
76664,2020-07-05,"19:50:00",2020-07-06,"8:20:00"
76634,2019-05-30,"22:45:00",2019-05-31,"7:15:00"
84435,2021-06-11,"23:45:00",2021-06-12,"9:40:00"
10543,2022-02-02,"9:0:00",2022-02-02,"13:15:00"
38311,2021-05-07,"9:15:00",2021-05-07,"12:20:00"
78443,2022-08-14,"20:5:00",2022-08-15,"8:40:00"
23463,2020-08-02,"10:15:00",2020-08-02,"12:50:00"
20035,2022-11-21,"11:25:00",2022-11-21,"12:15:00"
19725,2022-07-23,"10:45:00",2022-07-23,"12:15:00"
36201,2020-08-11,"10:30:00",2020-08-11,"12:10:00"
27977,2021-08-05,"11:5:00",2021-08-05,"14:35:00"
19258,2019-01-27,"10:5:00",2019-01-27,"12:15:00"
35148,2021-09-29,"10:15:00",2021-09-29,"12:40:00"
93309,2022-04-16,"22:20:00",2022-04-17,"8:20:00"
72738,2022-09-28,"22:15:00",2022-09-29,"8:0:00"
17051,2019-10-30,"10:30:00",2019-10-30,"14:40:00"
26475,2020-12-08,"10:35:00",2020-12-08,"13:15:00"
23919,2020-12-07,"11:55:00",2020-12-07,"13:40:00"
74076,2020-04-27,"21:55:00",2020-04-28,"9:5:00"
19284,2019-06-05,"9:40:00",2019-06-05,"12:5:00"
29636,2021-06-10,"9:20:00",2021-06-10,"14:35:00"
80861,2021-02-28,"23:10:00",2021-03-01,"8:55:00"
19763,2020-02-13,"9:0:00",2020-02-13,"12:30:00"
70001,2020-02-15,"19:20:00",2020-02-16,"7:20:00"
33360,2019-08-07,"11:50:00",2019-08-07,"12:45:00"
12571,2019-01-01,"9:40:00",2019-01-01,"12:25:00"
88355,2020-04-03,"23:45:00",2020-04-04,"9:55:00"
75377,2019-03-07,"19:35:00",2019-03-08,"9:15:00"
17926,2019-04-28,"9:20:00",2019-04-28,"14:50:00"
18852,2019-10-08,"10:25:00",2019-10-08,"14:35:00"
34877,2020-10-27,"11:10:00",2020-10-27,"13:10:00"
71668,2022-12-12,"22:25:00",2022-12-13,"7:25:00"
95272,2022-03-28,"20:45:00",2022-03-29,"8:10:00"
15691,2021-02-09,"10:15:00",2021-02-09,"13:25:00"
