"ticket_id","seat_location","seat_class","luggage_no","regis_no","flight_no","traveler_id"
6482530019,"15D","Business",3,"Y812405","7W330",4264646
2193821321,"15D","Business",3,"ZI93930","CA8079",7938579
4642625238,"15D","Economic",2,"B139849","Z7366",4166506
9414223811,"15D","Economic",3,"BC62025","DL824",6001603
9994507562,"15D","Economic",2,"CV10744","CZ500",2129933
5111889338,"15D","Economic",1,"CX56054","MU5407",2218070
5177534772,"15D","Economic",3,"IX35219","AA6925",4302461
5327930400,"15D","Economic",1,"PG22692","RMK426",8530641
1268556753,"15D","Economic",3,"RI57422","HU918",6068769
9841999045,"15D","Economic",2,"SI46275","DL4052",6899848
1870535724,"15D","Economic",2,"XR35145","DL2197",3113960
7374883467,"15D","Economic",2,"XT33226","MH774",7161890
8923564516,"15D","Economic",2,"YK23395","Y7285",3160152
3699234256,"15D","First",2,"C034299","CA7525",7413467
4876444082,"15D","First",2,"CX56054","MU6691",6753061
5625960057,"15D","First",1,"D080282","MU3742",5809291
8846656466,"15D","First",2,"EX49106","BUR847",9186577
3386023230,"15D","First",2,"FT26660","AA9355",2849830
9633091790,"15D","First",1,"FZ17926","DL4057",5398671
1942022407,"15D","First",1,"HO38381","UA4358",6376147
2186276098,"15D","First",1,"IY87396","MU8560",7613266
4806398592,"15D","First",2,"OM42334","UA2759",3989834
1907225881,"15D","First",1,"VJ28448","DL3889",4426685
9247261421,"15D","First",2,"ZI93930","CA6437",5838866
2066859887,"15D","First",2,"ZN27898","CA9092",2369124
8169642665,"15E","Business",1,"B545657","DSV758",9222892
2347380085,"15E","Business",1,"C573194","AA3632",3537688
8106390539,"15E","Business",1,"D412459","MU6722",7420409
4250923287,"15E","Business",2,"GS40842","LH329",2052976
6621847567,"15E","Business",3,"IY87396","MU9871",3317999
8385265762,"15E","Business",3,"JY74234","7W720",6572699
5839212459,"15E","Business",2,"LO15054","DL8439",6927169
3752761886,"15E","Business",2,"NQ47997","UA2962",3611165
5560306187,"15E","Business",2,"OX36471","CA7465",2344333
9308098704,"15E","Business",1,"SE33416","IG984",5891493
2006114125,"15E","Business",3,"W299434","HU5602",2837958
4440784836,"15E","Business",2,"ZL47611","RL369",5491173
2643342881,"15E","Economic",3,"DX22477","MU317",9457718
9388370788,"15E","Economic",1,"ED70498","MD593",6264428
1916496122,"15E","Economic",2,"I268678","AA4431",4255004
5646466843,"15E","Economic",1,"MH89346","DL2675",8021150
2595863859,"15E","Economic",1,"MW40322","GK558",6727896
4427006847,"15E","Economic",1,"OX36471","CA5951",4045304
8908277475,"15E","Economic",1,"Q338746","DL1695",3009019
7952033795,"15E","Economic",2,"QS92830","Y7674",6189257
5112926753,"15E","Economic",2,"SO68263","IG252",4247133
1042759049,"15E","Economic",2,"UF25136","CA6788",7576346
5573695080,"15E","Economic",1,"W181679","MU7946",4203461
8530390779,"15E","Economic",1,"YF81526","QZ906",2855209
7421785055,"15E","Economic",2,"ZI93930","CA3061",5123912
2688535872,"15E","First",3,"B764584","L6 902",4524213
5624118621,"15E","First",2,"CA96298","DSV197",3747300
7710060907,"15E","First",3,"CK42389","BGY800",6366206
4013822368,"15E","First",1,"D412459","MU4188",3619022
3909913026,"15E","First",2,"FH33719","6O715",4999105
9054654609,"15E","First",2,"H834424","AA8652",6507304
9687143551,"15E","First",2,"PS91594","MSE900",9078316
5430797265,"15E","First",2,"UR69284","MD205",4271872
2333975299,"15E","First",3,"YM26812","EA149",9398705
8185009585,"15E","First",3,"ZN27898","CA9092",8056787
3636573372,"15F","Business",2,"BV99256","MSE989",9438075
1864004920,"15F","Business",3,"C034299","CA3506",4187400
6961177843,"15F","Business",3,"DX22477","MU4448",2800878
1746160728,"15F","Business",3,"HP31046","FNA408",7392418
2725790402,"15F","Business",1,"IK57802","FNA156",7172274
5153502484,"15F","Business",2,"IX35219","AA6925",3571511
1867735708,"15F","Business",2,"Q220212","YUZ760",9064001
7648697266,"15F","Business",3,"Q748724","VA282",8533222
3803548971,"15F","Business",3,"SI46275","DL2318",9346944
8596659921,"15F","Business",2,"SM30666","N7529",4474045
7004261864,"15F","Business",3,"XN21483","HU1109",4096848
2373882578,"15F","Economic",1,"BC62025","DL3573",3118500
1459398098,"15F","Economic",3,"LR19845","Z7532",9462509
1365085352,"15F","Economic",2,"OQ81096","DL2111",6283112
1728106368,"15F","Economic",2,"VQ68651","FD189",6407047
4872940566,"15F","Economic",3,"YV60564","MU6357",4777640
3699717087,"15F","First",3,"DG44175","MU8820",6424555
8897120744,"15F","First",2,"DX22477","MU9934",4160970
7432617815,"15F","First",1,"OM42334","UA9826",3210798
1281405474,"15F","First",2,"PA47694","AA2016",5157086
1816048651,"15F","First",3,"PH67351","N7458",7240159
4155515545,"15F","First",1,"UF25136","CA8183",8620611
3512050623,"15F","First",1,"UK27319","QZ141",9017165
4962279261,"15F","First",1,"UX15682","DL9830",8289882
7972256725,"15F","First",2,"W299434","HU5602",4266852
9274313755,"15F","First",1,"XL21477","AA2181",5916416
6788828033,"16A","Business",2,"BB39621","KA478",5963475
8251519860,"16A","Business",1,"D080282","MU9160",3882668
5964411155,"16A","Business",1,"DT39733","QZ368",5494919
7242555120,"16A","Business",2,"FZ17926","DL6134",5938844
5000425924,"16A","Business",3,"G447615","UA1532",6611167
3972245114,"16A","Business",2,"HS45523","KA185",9768059
1141289266,"16A","Business",3,"IO10445","UA8561",9446688
6257789004,"16A","Business",2,"LL73332","YUZ630",4032137
3869637857,"16A","Business",2,"O482585","GK122",4773516
8654911488,"16A","Business",2,"O975291","EA689",4191948
1930209389,"16A","Business",3,"PA47694","AA7426",2247018
2781103808,"16A","Business",2,"QD27517","CA8067",6467495
2801188048,"16A","Business",2,"QD27517","CA8313",8344645
7107564250,"16A","Business",1,"QG80006","UA6070",9638614
7856216847,"16A","Business",1,"SO63257","AS835",3327433
5515220696,"16A","Business",2,"UF25136","CA2754",6694169
3119364249,"16A","Business",1,"WQ16876","CA4807",9395317
2585979451,"16A","Business",3,"XL21477","AA9888",2478664
8877284395,"16A","Business",2,"XW56622","EA259",3948718
9498160630,"16A","Economic",1,"BC62025","DL8553",2973865
6919489054,"16A","Economic",1,"BC62025","DL9266",5409049
1874474121,"16A","Economic",2,"D080282","MU3444",8491469
2053631486,"16A","Economic",3,"EI27901","BUR292",7670343
1716828730,"16A","Economic",1,"HA25581","DL1182",6710379
6322277085,"16A","Economic",1,"L694058","7W821",3961708
3990871595,"16A","Economic",2,"LD25321","DSV588",2206353
3585717747,"16A","Economic",1,"QN17200","UA2944",5446551
2515420980,"16A","Economic",3,"UJ58896","DL2250",2239984
8591461068,"16A","Economic",2,"V131505","Y9671",8600175
5569122357,"16A","Economic",2,"VJ28448","DL7541",6676742
2753514841,"16A","First",3,"FT26660","AA6473",9378363
4849707079,"16A","First",3,"HF48942","CA3474",5470127
1080878741,"16A","First",1,"J985262","Y9360",4105979
1261345507,"16A","First",3,"KX33050","7W866",9066972
4735947154,"16A","First",1,"MH89346","DL3766",6081225
8176843017,"16A","First",1,"SG76990","QZ101",5180142
2552390928,"16A","First",3,"U541105","FV933",8001160
8734425588,"16A","First",1,"VQ54186","HU5174",7392418
3534855770,"16A","First",2,"WO31112","FNA239",2753599
3974156807,"16A","First",1,"XA42589","FV725",3301341
9071888774,"16A","First",1,"YV60564","MU2747",6060021
5702966181,"16A","First",1,"ZN27898","CA7589",3100235
9871432089,"16B","Business",3,"DI78406","DSV542",7270734
9441008205,"16B","Business",3,"E151097","QL607",4374366
3199571844,"16B","Business",2,"FH33719","6O715",7936694
7840104192,"16B","Business",1,"KH75049","OAC485",3335342
5309616079,"16B","Business",2,"MV15753","MH497",3016062
1809774074,"16B","Business",2,"QN17200","UA8492",4958021
7699142483,"16B","Business",2,"U533322","Y9235",8164790
4090164416,"16B","Business",1,"ZI93930","CA7813",3571511
1025040160,"16B","Business",2,"ZS99861","MU5202",8452850
3998939972,"16B","Economic",1,"AP62348","MD527",6568133
5508823209,"16B","Economic",3,"BA78989","RMK724",8080046
5740307774,"16B","Economic",2,"BC62025","DL9277",7964551
6422675028,"16B","Economic",3,"DG44175","MU3870",8570611
9039218496,"16B","Economic",1,"DI78406","DSV542",5125803
3509172900,"16B","Economic",3,"FP50403","DSV400",4930858
3138761932,"16B","Economic",2,"LO15054","DL8753",2492154
4512318947,"16B","Economic",3,"OX36471","CA2207",7723366
1140514015,"16B","Economic",3,"VQ54186","HU8231",8296287
8612447501,"16B","Economic",2,"WQ16876","CA6278",2570649
3187342845,"16B","Economic",1,"ZF17492","CA2141",2156699
3063688092,"16B","First",1,"D080282","MU3064",9152342
1392273221,"16B","First",2,"IK57802","FNA156",9130098
6033028091,"16B","First",3,"LJ11388","SE374",6931174
1792772532,"16B","First",1,"NH61172","MH402",5054773
8760291003,"16B","First",1,"OX36471","CA5951",9655181
2107888580,"16B","First",3,"RX43100","RMK948",7597412
2482980383,"16B","First",3,"UF25136","CA9832",3549593
9730825463,"16B","First",2,"VJ28448","DL9406",3963194
3513030966,"16C","Business",1,"AH11264","CA9051",7006391
5455017127,"16C","Business",3,"D412459","MU6722",7326760
8629095756,"16C","Business",2,"FJ26430","AA9006",2822542
1302672840,"16C","Business",2,"GF49122","MD647",7695221
7035781824,"16C","Business",1,"HS45523","KA185",4476762
3530004178,"16C","Business",2,"NZ26522","VA764",3544928
9358905301,"16C","Business",2,"P019920","DL4964",4877474
6854782529,"16C","Business",1,"SO63257","AS835",3257507
7336839430,"16C","Business",1,"SS13244","QZ342",2476812
6294235222,"16C","Economic",3,"C034299","CA1559",3630056
2647655190,"16C","Economic",1,"DM99354","6O971",9712560
1774679202,"16C","Economic",3,"IQ91358","AA7824",2083864
1497625941,"16C","Economic",1,"JK76259","RL770",3111634
4408065520,"16C","Economic",1,"KX33050","7W866",9963909
2346901262,"16C","Economic",3,"MU39880","BGY378",5596959
5248368284,"16C","Economic",2,"Q338746","DL9033",8306426
8708379411,"16C","Economic",3,"QN91011","AA2078",5071546
2638470039,"16C","Economic",1,"W181679","MU636",4301894
3071869545,"16C","Economic",3,"XN21483","HU8344",8478103
4301382402,"16C","First",3,"ES88832","MU3836",7606981
3212870310,"16C","First",1,"FT26660","AA8738",9444039
8005839690,"16C","First",3,"HO38381","UA7087",3588916
2394681977,"16C","First",2,"KD52533","L6 213",9792292
8646373831,"16C","First",2,"N834091","NDN744",8080491
6234067060,"16C","First",2,"RC98668","6O247",7084201
6897954673,"16C","First",1,"RZ47778","MU2880",6299687
8552093668,"16C","First",2,"T428328","N7441",5824620
1245551417,"16C","First",1,"UD83068","QL585",5374844
4141089382,"16C","First",1,"UF25136","CA6788",7327068
5589572036,"16C","First",1,"VR57164","CA1595",7687475
1192818904,"16C","First",1,"ZN27898","CA7740",4625647
1659633899,"16D","Business",3,"CX56054","MU6691",9458335
5385625132,"16D","Business",2,"DP62487","DL5684",6904152
6355375538,"16D","Business",2,"F691541","UA9736",7000171
9314153739,"16D","Business",2,"G447615","UA8433",9751149
7002618546,"16D","Business",3,"HS74471","AS741",9319399
4525138497,"16D","Business",3,"LO15054","DL3294",8633263
2006053384,"16D","Business",1,"NY80762","AS891",4559169
3646485235,"16D","Business",3,"Q338746","DL2987",3507884
1478819417,"16D","Economic",3,"D080282","MU3742",2666133
3495978283,"16D","Economic",1,"F691541","UA5512",2303554
8716943718,"16D","Economic",1,"FF57279","AA1018",2306872
7236749573,"16D","Economic",3,"FX62042","MU952",9536571
8255489627,"16D","Economic",1,"GF93130","7W754",2753483
2991446309,"16D","Economic",3,"J969815","BGY407",6723982
5579853861,"16D","Economic",2,"L930249","YAP862",5880738
4476395294,"16D","Economic",2,"LO15054","DL3294",4773499
4337443186,"16D","Economic",1,"MD64300","HU2374",4102244
9661694177,"16D","Economic",2,"QN37018","RL413",5037344
5340551090,"16D","Economic",2,"RI57422","HU5926",2524716
9342468546,"16D","Economic",1,"RT18273","TK443",7097845
2144326834,"16D","Economic",2,"S938107","Z7634",9456203
5283786631,"16D","Economic",2,"VP88445","OAC274",9887747
7224884041,"16D","Economic",3,"XN21483","HU5955",3710861
1591494591,"16D","Economic",2,"XR35145","DL522",2798253
1174644161,"16D","First",1,"ED70498","MD593",6717976
8807932081,"16D","First",1,"FJ26430","AA8025",8654183
2890091412,"16D","First",3,"IY87396","MU6141",3508644
3180986824,"16D","First",1,"MH89346","DL8789",9456203
6015442160,"16D","First",2,"MZ22939","RL112",8102591
7658696200,"16D","First",2,"NX10428","FNA509",2055566
9954035849,"16D","First",2,"Q338746","DL2987",5732087
5388475691,"16D","First",3,"QA45771","RMK289",5579525
9341360758,"16D","First",1,"SI46275","DL4052",4795068
4050013903,"16D","First",2,"V692697","BUR114",2350787
4831706351,"16D","First",3,"VJ28448","DL7541",3180993
7163811700,"16D","First",2,"X813744","RMK216",8746873
8282952243,"16D","First",1,"YV60564","MU4628",4811068
7623596505,"16E","Business",3,"AH11264","CA9416",9060894
1369393713,"16E","Business",1,"BG84706","6O469",2392254
8357537868,"16E","Business",3,"C048800","YAP614",9776499
1495796903,"16E","Business",3,"CZ27993","RMK843",8182958
5559916343,"16E","Business",2,"FF34163","Y7619",4347100
2547909083,"16E","Business",3,"NI38385","CA7868",6073433
9547632576,"16E","Business",3,"PJ83131","LH755",9968227
4535951346,"16E","Business",3,"QN17200","UA5282",3712465
1686940134,"16E","Business",3,"V893208","HU7015",7856145
5872621317,"16E","Business",3,"W299434","HU6851",8927047
6743752581,"16E","Business",2,"WQ16876","CA4505",4149088
5658101840,"16E","Economic",2,"D257190","AA8389",7960852
1139423903,"16E","Economic",1,"DX22477","MU2917",7589669
8535674284,"16E","Economic",3,"ES88832","MU3836",3168737
7539135860,"16E","Economic",3,"HO38381","UA9835",5075210
8364302703,"16E","Economic",3,"SX16085","FV601",4316047
5945384083,"16E","First",1,"CR27959","MD346",7264549
4036527598,"16E","First",1,"CS55016","7W990",3740369
9868730677,"16E","First",3,"H834424","AA696",9557345
1981170778,"16E","First",1,"IQ91358","AA6859",3164510
8972247289,"16E","First",3,"MD29253","OAC161",6469497
5740921982,"16E","First",3,"PH67351","N7458",3923137
6444965831,"16E","First",3,"QX84173","CA3507",2047001
4547448782,"16E","First",2,"X813744","RMK216",5078670
1945413912,"16E","First",2,"YO41476","QL578",6446520
1699985776,"16E","First",1,"ZS95452","GK512",4347100
6496052708,"16E","First",2,"ZS99861","MU9526",8432439
5281794844,"16F","Business",3,"D412459","MU9278",7771861
4332840657,"16F","Business",2,"HN20038","MS412",5642374
6619700393,"16F","Business",1,"L925559","YAP697",9761002
4119467230,"16F","Business",3,"RK12506","AA4064",8279878
3618398402,"16F","Business",1,"SI46275","DL4096",6662837
7511795885,"16F","Business",2,"UF25136","CA8183",3498406
7361459871,"16F","Business",1,"ZF17492","CA9932",5218700
6656961602,"16F","Economic",3,"AO28429","DSV562",6834954
1316816034,"16F","Economic",1,"BN14310","YAP787",8551439
3027772283,"16F","Economic",2,"DM99354","6O971",6788625
1185526530,"16F","Economic",3,"E032026","VA358",6856310
5478819021,"16F","Economic",2,"HA25581","DL1182",2616652
8790387839,"16F","Economic",2,"IX35219","AA139",7588371
8349093457,"16F","Economic",1,"NQ47997","UA8077",5900680
5459743266,"16F","Economic",2,"OG91148","KA739",7536014
4100195199,"16F","Economic",2,"QN91011","AA8049",2074981
3503534691,"16F","Economic",2,"UK27319","QZ141",6498000
3688996309,"16F","First",2,"AP80260","MU6010",3693103
5525201988,"16F","First",1,"D257190","AA5821",5062529
2966224761,"16F","First",2,"HX72997","6O170",4971712
9415131999,"16F","First",1,"N040434","MS924",7226711
2646776619,"16F","First",1,"N441180","TK892",7388717
3430795243,"16F","First",2,"N834091","NDN744",9498362
1421361191,"16F","First",2,"PG82179","HU9326",5643061
5879467232,"16F","First",2,"Q338746","DL1695",6489625
9302782611,"16F","First",3,"QX84173","CA9891",7434937
6225274781,"16F","First",3,"R221968","N7702",5435356
1521264001,"16F","First",1,"UF25136","CA9832",3652117
9585108365,"16F","First",3,"XZ50110","SE682",6418095
3057635344,"17A","Business",3,"CV51257","UH403",3582310
9301279379,"17A","Business",2,"D441026","HU6237",4140360
4177694229,"17A","Business",3,"DK59405","UA794",7374037
8569729602,"17A","Business",2,"F691541","UA2149",4640693
3016666714,"17A","Business",1,"HP31046","FNA408",6082773
9745798866,"17A","Business",1,"LO15054","DL6769",3395159
1009500172,"17A","Business",1,"N834091","NDN744",3068104
2471293349,"17A","Business",3,"OQ72535","LH299",6809553
8348529256,"17A","Business",1,"QE16655","HU6375",8676768
1253777007,"17A","Business",2,"QX84173","CA2514",7539251
4687076315,"17A","Business",1,"RC78819","Z7890",9704681
4950397211,"17A","Business",2,"TQ14341","GK448",6180903
2507441318,"17A","Business",3,"TQ90743","CA270",4961419
9884058665,"17A","Economic",2,"BL62976","GK670",8846933
3321498007,"17A","Economic",1,"CC23491","QL465",3886199
3291751961,"17A","Economic",3,"ES88832","MU9115",5425301
8780456574,"17A","Economic",3,"FJ26430","AA9006",4916789
1612844345,"17A","Economic",1,"FT26660","AA9273",4111882
9593847826,"17A","Economic",2,"I268678","AA5502",2524658
8874103388,"17A","Economic",3,"IO10445","UA6863",7554572
9245635104,"17A","Economic",2,"NI38385","CA9407",3643403
9172949223,"17A","Economic",3,"NT46430","LH565",6272574
9098319774,"17A","Economic",3,"PG82179","HU2239",2715792
9045321615,"17A","Economic",2,"QD27517","CA7963",4410084
6436279135,"17A","Economic",1,"SO68263","IG252",7120670
9360354053,"17A","Economic",3,"UF25136","CA1998",6197409
9610975246,"17A","Economic",3,"WJ24693","YUZ397",5459496
3251089397,"17A","First",2,"CI34176","NDN886",6428403
3234313915,"17A","First",3,"CO36596","CZ638",4568152
5978435257,"17A","First",1,"DK59405","UA4827",8532985
8346596757,"17A","First",3,"FW27758","IG712",8376466
1555683396,"17A","First",1,"GF93130","7W754",2966009
3167015422,"17A","First",2,"IQ91358","AA6642",2587469
8444548820,"17A","First",2,"JM13886","NDN624",2978197
2910195037,"17A","First",2,"LH44836","AS272",6980858
1077134007,"17A","First",3,"MV87376","SE951",9127344
6817086577,"17A","First",3,"Q047322","FV105",7826843
5023531724,"17A","First",2,"R142118","MSE705",5351934
4452316783,"17A","First",1,"RA31940","UA4886",3496258
3292690439,"17A","First",1,"VQ54186","HU8231",9390536
4691009625,"17A","First",3,"VR57164","CA7328",4061700
2932923700,"17A","First",3,"XZ50110","SE682",2425321
3097379993,"17B","Business",1,"BL62976","GK670",2739949
8662854620,"17B","Business",3,"CQ66529","KA283",7836323
1218072393,"17B","Business",3,"D257190","AA5821",4264516
6246801552,"17B","Business",3,"E428497","EA279",2753966
4545719718,"17B","Business",2,"FX47043","UA2837",6259750
4576982747,"17B","Business",3,"G447615","UA7555",8095315
3705426127,"17B","Business",1,"G813645","MD288",8287377
8297031520,"17B","Business",3,"GR97278","HU9673",5780100
6106245375,"17B","Business",2,"LO30203","AS243",3040288
5311968363,"17B","Business",3,"PA47694","AA5377",8828496
3725715352,"17B","Business",2,"XA42589","FV725",2740881
9076756140,"17B","Business",1,"Y812405","7W330",6438669
8874860763,"17B","Business",3,"YC57486","Y9487",9038245
7886138445,"17B","Economic",3,"BC62025","DL8553",6172574
7208255808,"17B","Economic",1,"C048800","YAP614",3334942
9378232988,"17B","Economic",2,"G447615","UA486",8749515
3090022628,"17B","Economic",3,"GR97278","HU7104",5442856
7488571878,"17B","Economic",3,"KD52533","L6 213",9319077
2981639885,"17B","Economic",1,"LO15054","DL8617",9906487
9717343115,"17B","Economic",2,"LO30203","AS243",3506727
9018690998,"17B","Economic",1,"M769947","7W572",5446151
1417217438,"17B","Economic",1,"MA83017","BUR796",2368533
4280366612,"17B","Economic",1,"NB94749","G914",4234494
5268066771,"17B","Economic",2,"Q338746","DL1695",4273084
2111874804,"17B","Economic",1,"QK69420","MS907",6460544
8996667443,"17B","Economic",3,"SQ22284","N7263",2682377
4886101040,"17B","Economic",2,"UF25136","CA3181",6394122
7496999842,"17B","Economic",1,"XL21477","AA9888",9701252
1199223298,"17B","Economic",2,"XO61031","AS857",3985509
9247649450,"17B","First",2,"C034299","CA3174",7958898
7195041337,"17B","First",1,"GK68608","HU7074",3053630
8672926466,"17B","First",1,"H834424","AA6191",3336417
2774362389,"17B","First",2,"HA25581","DL1182",6268123
2078903714,"17B","First",1,"HO38381","UA6656",9479184
3665376133,"17B","First",2,"IO10445","UA877",6332424
2645927013,"17B","First",1,"NI38385","CA1503",4084605
6525449177,"17B","First",3,"OG91148","KA739",4000401
1130130982,"17B","First",1,"PG82179","HU121",2099931
9494813603,"17B","First",2,"QN91011","AA3369",2201033
6448254481,"17B","First",3,"RC98668","6O247",2832739
8257223111,"17B","First",2,"SI46275","DL7156",4239051
2268333262,"17B","First",1,"UV83587","MD474",7193737
9372000736,"17B","First",3,"X391074","YUZ435",6887795
4663793453,"17B","First",1,"YB19868","L6 711",4546897
9567456575,"17B","First",1,"ZN27898","CA1406",9963909
4730088449,"17B","First",1,"ZS99861","MU2854",5397286
5102029057,"17C","Business",2,"HG61329","QZ431",9451202
4555798831,"17C","Business",3,"NZ16890","MU1419",2553129
9921530121,"17C","Business",1,"OG91148","KA739",3370565
7634198043,"17C","Business",2,"QD27517","CA8919",2594697
3217447394,"17C","Business",1,"QE16655","HU9009",8554602
9203422328,"17C","Business",3,"UN57507","CA2154",7145569
8676654632,"17C","Business",3,"WQ16876","CA6377",9688624
2952117691,"17C","Business",2,"XT89730","YUZ198",4959510
8773854039,"17C","Business",2,"ZN27898","CA9092",5596959
7770927922,"17C","Business",1,"ZS99861","MU9501",5475214
2869372391,"17C","Economic",1,"BC62025","DL7665",6759012
3663718882,"17C","Economic",2,"DQ58947","CZ903",5861324
1750136384,"17C","Economic",1,"HA25581","DL480",4800520
7984439752,"17C","Economic",3,"I268678","AA1718",6594488
2817688083,"17C","Economic",2,"IY87396","MU6141",3343764
6044009364,"17C","Economic",2,"MA83017","BUR796",5210766
3018243463,"17C","Economic",1,"MS55019","SK895",3729860
4661314607,"17C","Economic",3,"NZ16890","MU3068",2278613
8103399746,"17C","Economic",1,"OM42334","UA5748",7191481
3259922717,"17C","Economic",1,"P019920","DL3403",4305882
7932513338,"17C","Economic",3,"UX15682","DL3004",6366206
4755087622,"17C","Economic",3,"W299434","HU5331",6067318
3893510685,"17C","Economic",1,"WQ16876","CA6666",6506016
7641939238,"17C","Economic",2,"ZN45137","MH806",8270959
8610625144,"17C","First",3,"AH11264","CA2863",5622152
1708709857,"17C","First",1,"BN47452","MH589",2401525
7402948808,"17C","First",1,"C034299","CA7525",4166506
3657517192,"17C","First",2,"F688331","HU3304",3917179
5505999261,"17C","First",3,"M458929","FD991",8520234
9318973292,"17C","First",3,"Q220212","YUZ760",3351183
8970482493,"17C","First",3,"QX84173","CA3507",2327270
3708655262,"17C","First",1,"UB67244","UA6560",9203303
5227825265,"17C","First",2,"UF25136","CA8952",9374117
5815740285,"17C","First",1,"YM41665","HU4813",9822530
8464821908,"17D","Business",2,"C573194","AA1910",3238609
3480807680,"17D","Business",1,"CA96298","DSV197",4203461
1067602334,"17D","Business",2,"D080282","MU2972",6416002
9039051806,"17D","Business",1,"D441026","HU710",2257605
8766814283,"17D","Business",2,"DX22477","MU8755",6047889
1710329515,"17D","Business",1,"IY87396","MU8560",9633239
9513921136,"17D","Business",2,"OF70765","MD632",6933699
5709312013,"17D","Business",1,"PG82179","HU7307",8178716
6482059158,"17D","Business",3,"TQ90743","CA4767",4428621
8728690580,"17D","Business",1,"UR20201","L6 667",9473509
2138638886,"17D","Business",1,"XN21483","HU6483",8941590
2903939434,"17D","Economic",1,"AP80260","MU6342",3911530
6216109974,"17D","Economic",2,"DP62487","DL7988",3786017
6011954444,"17D","Economic",3,"FX47043","UA4602",8887543
4211516672,"17D","Economic",1,"GR97278","HU8177",9033593
7110380987,"17D","Economic",2,"II34682","NDN642",7519928
5111579080,"17D","Economic",1,"NZ16890","MU4872",7568030
6266145904,"17D","Economic",2,"QA45771","RMK289",4632551
9974882151,"17D","Economic",3,"W299434","HU1689",6372798
8577411564,"17D","First",3,"AP80260","MU6342",5101080
5680746993,"17D","First",3,"BL51630","G660",9471436
9750378172,"17D","First",1,"BL84978","UH910",2081942
8163271283,"17D","First",2,"C034299","CA1592",8831704
5419524814,"17D","First",1,"LO30203","AS243",6269915
7250433408,"17D","First",2,"TF25369","RL521",7316470
2603558247,"17D","First",2,"VJ28448","DL5662",8639865
5803627625,"17D","First",3,"ZX97198","MU5415",6570192
7079136669,"17E","Business",1,"B217059","MS897",6571810
1843831301,"17E","Business",1,"BY38313","CZ227",4198622
4028926081,"17E","Business",3,"IY87396","MU7451",6977543
4281294596,"17E","Business",1,"LJ11388","SE374",4532105
3060442989,"17E","Business",1,"PA47694","AA3045",2776773
2784789352,"17E","Economic",3,"CX56054","MU5218",4698069
5776570224,"17E","Economic",2,"OX36471","CA1276",7731171
6478729622,"17E","Economic",2,"PA47694","AA3045",9302051
5208151177,"17E","Economic",3,"PR33675","MD871",7405897
4406476283,"17E","Economic",3,"QX68075","OAC231",9260632
7838944131,"17E","Economic",2,"RA31940","UA5809",6017917
2211891138,"17E","Economic",3,"WJ10999","FD153",2281147
9705025595,"17E","First",1,"CV51257","UH403",5939303
4988681418,"17E","First",2,"CX56054","MU5218",2763249
5705387336,"17E","First",3,"D441026","HU8189",9265092
3812100859,"17E","First",3,"MD64300","HU846",5965025
6014911846,"17E","First",3,"MY12791","RL262",6987660
6030335928,"17E","First",1,"RD44376","G546",6934508
4213822236,"17E","First",1,"RI57422","HU8447",6288783
8473348304,"17E","First",2,"RI57422","HU9138",2855209
1562156234,"17E","First",2,"UR20201","L6 667",9832040
2542554731,"17E","First",2,"WP70477","GK663",2201033
9920582325,"17F","Business",2,"AB14396","YAP203",6820077
1828107937,"17F","Business",2,"HB79303","UA6270",9443422
9230115739,"17F","Business",1,"HO38381","UA5335",4144315
3108039277,"17F","Business",1,"IO10445","UA2848",9949742
9402517449,"17F","Business",2,"JN16541","CZ506",7002569
3184230015,"17F","Business",1,"OM42334","UA1901",5622152
8336944018,"17F","Business",3,"OM42334","UA2629",9789014
1065627779,"17F","Business",2,"PV29441","RL629",4795068
8181489735,"17F","Business",2,"ZF17492","CA2726",5855388
5150659838,"17F","Business",1,"ZN89825","IG110",2681551
4681062447,"17F","Business",2,"ZS95452","GK512",8431380
7972552270,"17F","Economic",2,"FT26660","AA9273",5989455
7579071740,"17F","Economic",1,"FX62042","MU9745",3259236
5293108778,"17F","Economic",2,"G447615","UA9107",2098293
8148533525,"17F","Economic",2,"G593666","DSV599",3800861
3641724164,"17F","Economic",3,"HA25581","DL4191",7188266
9680354630,"17F","Economic",1,"JJ73583","BGY311",8913576
9939637099,"17F","Economic",1,"MD64300","HU2374",6137614
4962310082,"17F","Economic",3,"PG82179","HU3892",5643061
3760107641,"17F","Economic",1,"QZ42276","UA5653",7341591
5056591738,"17F","Economic",2,"T428328","N7441",5388975
8202886447,"17F","Economic",3,"UA60452","Z7830",4282091
6533756733,"17F","Economic",2,"UH83756","OAC837",4827409
6994919370,"17F","Economic",3,"WQ16876","CA6666",6291764
5169147080,"17F","Economic",3,"XZ50110","SE682",7270001
6044659639,"17F","First",3,"CR27959","MD346",4202280
6700904393,"17F","First",3,"DR33825","MSE979",4677882
9765641896,"17F","First",3,"GR97278","HU7104",4782308
4406659496,"17F","First",3,"I252820","MH804",6377804
9940657356,"17F","First",2,"K248623","AA8195",2871796
5666228084,"17F","First",2,"L925559","YAP697",2819574
9350651013,"17F","First",1,"LR19845","Z7532",9988267
5595624641,"17F","First",3,"M828957","SE550",7775395
4574860317,"17F","First",2,"UJ58896","DL8319",4119727
9152976982,"17F","First",1,"W299434","HU9368",4553784
